City,Latitude,Longitude,month,Temperature,Humidity,Rainfall,Wind Speed,Pressure,city_encoded
Bangalore,28.4765951765334,90.82667147544652,7,30.43169159735724,95.0,236.86241742735007,10.791654093414543,1017.5991668964209,1
Bangalore,25.251633404025068,96.27020493065224,8,31.688404808518285,90.56271932639595,281.75987416188474,16.543994928451227,1014.7854734141816,1
Chennai,28.493967829548946,78.76500572280995,6,32.20533959867625,93.17689900191199,285.77286279397975,6.3178433006394545,1013.7056140462461,2
Pune,27.55078989037474,80.43771948697012,5,34.27118853006925,66.027904169973,12.963478775101663,8.825783133930287,1017.45629677749,9
Chennai,25.205252654316144,92.49889365229463,6,35.66428855855365,82.73122772574143,66.5895558614036,13.148105432226975,1012.4293712173444,2
Jaipur,34.475573604859676,75.77603158276989,5,27.782093257543515,69.43175044828837,16.99678991909276,23.738985078173908,1013.9929356631047,5
Mumbai,32.39082294117267,72.5350723277,8,19.54426747761486,78.02174916310085,60.40449192428959,12.545039714313909,1012.7633829349437,8
Ahmedabad,25.459952816163412,92.73959907870587,1,8.297285039204393,74.4735170577296,28.217660299840666,18.28148242399668,1017.328462213603,0
Pune,26.715730709336967,69.3485170067619,11,5.0,62.532031941684224,7.956649938588941,10.101744448427963,1008.7608472676551,9
Delhi,9.39308677978517,85.97128376578306,7,46.31522315845249,84.52840659510667,98.2467821868143,7.5406715194646345,1013.0111970082535,3
Ahmedabad,26.08777154285106,84.2977925765374,10,8.138363034573738,64.4002716016861,13.979186225894201,6.170732001601003,1014.8695244138544,0
Mumbai,9.192466818172704,78.03169297754913,10,30.164010095102288,87.19436463416574,13.345440651096396,11.108269970855027,1015.9190653842223,8
Jaipur,23.88312143818814,77.14049611182341,11,11.635343850976446,68.9937690106096,24.455898094743002,8.153220535938159,1013.8301864744413,5
Jaipur,34.98254448827754,90.38387405926701,2,7.3139773552762115,63.83615091131086,15.320554154875982,8.480208960322484,1017.0891774412146,5
Delhi,23.00677769880385,70.50631371211385,9,27.557596522435063,81.78359667619752,76.10743020090096,20.215186167739,1017.4199144688387,3
Pune,20.776673188196,74.86674497003017,1,8.941530830202108,72.96036403493025,10.214667178124001,5.316761418897484,1008.6431922319358,9
Lucknow,16.44708112565086,89.2410132233046,11,20.49404363645941,73.74614674419935,16.746061400063095,16.15620251470869,1012.0237053954138,7
Bangalore,11.25410962723454,83.9012969280663,10,27.693286990993528,76.69822856533031,6.9812557705056415,12.589227611869296,1008.2345902172116,1
Pune,27.737639129373605,71.711658047474,6,33.50022283484428,95.0,195.14703242442383,15.130999998170944,1011.2941665737444,9
Lucknow,13.200173750212022,93.58193281417974,9,34.246721441379215,77.88257187987234,182.7517727688094,16.25660474429206,1013.3686821797061,7
Jaipur,11.112614573676678,79.40998755034416,1,16.20064674705717,68.84392710754834,22.296962542320955,11.267353889145564,1017.1079493050995,5
Chennai,19.38759181272384,92.00818288434301,4,30.916384065237906,70.14432651099213,28.31802461524293,10.902177203685707,1016.4655432246541,2
Mumbai,29.47422962489563,90.84367745030355,4,23.49484713036439,70.77258094313977,27.630873149731205,19.668036986698112,1009.2749972667199,8
Delhi,28.11674279924595,86.10833794768011,9,17.319672636411195,93.47305857123763,285.4404168785845,22.425539762423142,1008.930303747409,3
Mumbai,9.481830595454824,82.3399528075577,11,17.654481538588804,81.2988715566266,9.607321119639924,8.851632649170558,1013.8926733875667,8
Kolkata,20.288879495976214,96.40697437107094,5,41.82852666127158,72.47230261814484,6.552263279262575,6.952375210702979,1013.3211797245879,6
Kolkata,22.10573355392156,72.2039870990147,5,35.929231012519836,76.90641020298173,11.16147091340411,22.955916127840517,1010.6637764143003,6
Pune,25.4027595668972,89.02951609898233,6,37.13530725155288,95.0,271.67299664690495,11.997909272947973,1016.9945308455384,9
Jaipur,25.55451846196716,73.54453034247888,1,6.254950074418651,75.47532169272279,29.24544381483418,16.026347813256283,1017.2736640946156,5
Jaipur,17.84682573534726,77.8096300546381,1,8.670348453310064,68.59429267568635,26.20177367890285,12.19086289040007,1012.0261143834016,5
Bangalore,23.138284238094876,76.95226355782266,9,23.699544684698367,70.59463768761292,59.70478470443677,7.516046726921026,1016.9030255711352,1
Bangalore,20.988670863790333,95.46404364442297,3,18.872298382708404,63.69622061674313,28.580555947614418,16.78663289895456,1011.8394889426297,1
Bangalore,31.89495562612859,96.05332915585998,4,23.17813336084072,73.96419106114833,14.43066673847122,15.502817035392592,1015.368168318297,1
Chennai,22.317158581142305,73.30744788280708,1,6.450946961821144,74.52667544912539,3.2513778505835496,9.059871183823944,1012.7594221754772,2
Ahmedabad,19.907868367200365,68.63901964862762,9,31.435533303932136,88.6978588959501,149.44631000201227,14.037380893045556,1009.2258315650719,0
Hyderabad,18.92110714140997,88.88023315023028,8,36.49720245339619,80.96006594281266,42.438675812376246,20.938950080312917,1017.2793420123702,4
Ahmedabad,23.455549504703573,80.12170808224404,2,15.45282177005158,70.66045659955871,17.684703871350173,16.808522062157827,1012.5409659337754,0
Mumbai,29.707378443824236,70.57636710753937,8,28.925217277904615,76.05461274285788,121.40958740800384,6.938346541339897,1015.344870403224,8
Ahmedabad,22.536840240281265,87.82886906173424,7,33.821960932144364,91.46224601144324,157.82743207039317,15.960429944582701,1011.6717381443129,0
Chennai,25.86468972717462,83.8080603195603,11,9.348305297504004,63.42763115036729,19.55559974006416,19.05476598579174,1008.1888087857624,2
Mumbai,27.922105706476174,96.43498783803207,6,34.6617467359752,85.48598565426565,264.57629587081146,20.85406811561503,1009.0053035869183,8
Ahmedabad,22.04453896672576,74.59487537997998,1,11.566048013853822,62.51111197930884,20.87134256474207,17.582351572685333,1012.9621947948992,0
Chennai,19.524060529681336,79.7153584134699,7,42.58819313334181,93.58169159882736,147.19319448910878,8.053163290815675,1014.8996435712636,2
Hyderabad,31.669965202286136,83.73382829846726,10,10.7615041465105,63.302031726261035,25.124552049099858,19.203465331803216,1011.3473532657928,4
Ahmedabad,19.27266426875309,90.9592996651472,7,39.83842063023918,82.66482946059253,274.5071771447457,18.546836921630327,1014.9548845917765,0
Chennai,20.472456965540864,83.9163210448817,9,20.05737211888242,95.0,62.33519093669325,5.488537658812664,1014.9863558943196,2
Bangalore,34.73921546022798,85.77410466499653,1,5.0,76.22351075636725,17.362190393925367,13.234953351804863,1015.0393590732783,1
Jaipur,8.006413136548884,74.55826449610828,2,27.126742689973717,74.17055404179696,10.681822913045991,11.659004939247467,1012.925218540205,5
Bangalore,13.007768558571506,92.56064311456824,11,18.283521219206172,69.78984185519724,4.27065234267758,18.38824128507287,1017.148861501215,1
Jaipur,18.367025027832597,80.43028586214379,9,23.315768803712157,78.58672589016247,210.50760768077606,9.322716246218414,1012.8919651798061,5
Delhi,33.17992755448183,72.0878291981313,9,22.091087983149798,91.69528804821947,262.9481099139909,16.81743845948517,1012.5026519349664,3
Delhi,9.890802055181718,87.2614495206571,6,50.0,90.64805230968433,73.9837167088964,23.26411923628345,1009.9938081901063,3
Delhi,8.256106707969447,74.26662314237392,6,50.0,93.12908787346706,249.35168755845314,20.956047444172157,1011.0765508735634,3
Hyderabad,9.422463571385173,70.82931279693969,4,41.578139726743096,65.11937226261277,26.04168480549742,23.42915472433061,1008.4233449251831,4
Bangalore,10.39067208656769,92.9976203437239,4,39.9508354210424,64.06049649443861,27.687191951995054,24.5701193386538,1014.3353529361617,1
Jaipur,9.015112876569043,81.34470567016476,5,44.322535375444645,65.69693587707806,10.162697405323415,5.213402540123255,1010.485357439271,5
Chennai,20.954095825125627,89.72922766817751,3,24.869164895456084,64.21650690602935,27.40673276012701,17.454825527549552,1011.0415525448547,2
Mumbai,23.68044459513785,76.4270392343843,1,10.238520887551395,48.4172903142005,11.65789437788367,13.25678795517813,1015.7081452166432,8
Chennai,15.33554821886311,90.82213391261232,1,12.41589864169806,64.6984501645558,17.913126363298577,22.197089806702436,1011.2722118316145,2
Mumbai,18.753759367342163,71.24614188362438,12,12.39952175786096,79.42451229419012,4.3637017124716175,10.036294040182634,1010.4219589201314,8
Kolkata,10.475882048008614,78.32322784005073,7,45.543898271885446,85.8593301426506,41.84789385956077,24.620589782301522,1009.6905774913371,6
Chennai,17.082002523367393,96.36379272123233,1,9.020594250907333,67.78986159586601,22.450076743769475,17.274159390874946,1015.7485840218195,2
Ahmedabad,22.108018174132123,91.02570177467217,1,8.142049371589216,60.89847491001223,15.000959405400357,20.87074804457662,1009.2970625799003,0
Ahmedabad,27.771338793985418,82.42042197912596,3,17.942112364546734,72.40862847645721,9.919894134968875,6.711991056455366,1012.5375376025036,0
Pune,8.090351775160439,77.85354667529467,10,33.09078155189223,64.52070838508898,8.141164392672575,8.6691576951773,1013.0693011607719,9
Bangalore,20.61739069651662,93.29193530065182,4,34.07574681638798,66.10897060869107,21.088744253198886,20.168073460684063,1014.8738991268572,1
Mumbai,16.01907766428182,83.80058501345096,4,32.07829316127487,67.11253047265863,3.0108416886841765,5.439730440786472,1014.3328348233299,8
Mumbai,31.026189185681336,89.99432551820422,2,10.53715751970784,88.401100505547,24.75906156831506,21.337559717875656,1016.1072067294517,8
Bangalore,27.31993951132453,89.86912272916877,1,5.0,73.86687938637273,5.1397393655080785,5.278980373838229,1008.4475143392624,1
Hyderabad,23.90593043071416,68.52042467848626,3,25.523328817089894,83.16300223557597,8.170219602519225,18.142376781225465,1010.9644072477939,4
Pune,15.486172433812886,71.66135970098578,11,14.607307040729477,68.21796646369228,13.42838267307542,12.301878404636117,1010.8013411877538,9
Hyderabad,32.57915575555343,87.12925162544752,4,22.555766829339742,56.38130775954626,16.0911859723348,17.229897054383983,1009.460169055921,4
Hyderabad,9.217718284948726,72.68697452729027,3,38.00321531466759,72.11799990402521,12.58486812697643,18.920628139782274,1010.8917825385645,4
Hyderabad,10.955625164336109,75.40930699501254,8,36.27400916277836,75.040791383422,116.59228454575934,11.849504383726083,1011.0976531414291,4
Bangalore,18.57401379458961,95.45250067178861,10,14.84943440898934,75.94855517308986,29.025732325976087,7.1592489622167115,1013.2188446192748,1
Hyderabad,11.35981404701512,84.24528549287244,1,17.57096972658331,61.81441604923197,20.322651393571643,6.392917354965313,1014.6370447892625,4
Ahmedabad,33.823223834104475,89.77115570298108,2,9.956557485774368,67.87819811594454,3.6326897949194814,16.778720451250955,1011.8110051361182,0
Delhi,29.54571169787135,84.18144142469656,7,26.195773472038972,90.56432285625338,146.14749527996455,15.41310707468223,1015.1947023131338,3
Kolkata,14.99253159324897,84.02289482869904,4,28.40950793106912,65.62621672687742,26.625234893087196,19.84402018242265,1011.3616533857958,6
Mumbai,23.890964182277628,70.73040539364524,8,28.4337520789509,85.30363436335854,111.39317033088034,15.194710200078742,1010.9028367731476,8
Mumbai,34.52292390716221,77.96623258566399,11,5.0,59.72185441088831,5.553021308908482,13.448915800617582,1013.4118805585703,8
Kolkata,31.87337240955058,76.19049606190885,3,19.50208732157602,66.83916057762261,23.47638883292778,12.961743564724618,1008.2371636030579,6
Bangalore,24.221558053939347,79.33112260279478,6,35.633269470592325,85.49599019470568,193.62373462274195,5.528938051953349,1008.79789123634,1
Chennai,32.4005471137323,91.15198145850552,9,14.24528248766615,94.92809505692021,183.98437711315606,11.711144033933143,1012.1796954358653,2
Bangalore,34.70799256496069,78.78604736958908,1,5.0,61.47571179416365,4.446567109400014,24.520403150489884,1017.4291271139176,1
Mumbai,28.070526218127853,81.0992077577188,1,5.0,68.55872622039725,6.793473264478967,22.471111524541776,1015.2151177984342,8
Mumbai,9.754633056038138,79.52406032407418,8,39.93073122962046,88.41139795772436,198.08833697754073,11.587561340684353,1008.8812656950056,8
Kolkata,18.84266638348816,70.70883118728358,3,26.897138562984644,62.32261931831426,8.611243719388566,16.755908101327442,1016.4631801278088,6
Hyderabad,30.621294852647626,80.79109258927272,5,31.241001338503576,60.62746080457345,16.609892153207454,21.94593491070988,1015.3230077060819,4
Bangalore,14.225368286735513,73.67266891829094,1,15.499904234272362,59.61485220315695,17.71180552279362,13.825486735001373,1014.1094652570265,1
Jaipur,30.427347979266862,73.4149755774182,5,30.151825708470607,77.39373427076775,10.654694137315362,5.359157275003019,1016.2029296060917,5
Kolkata,11.249146574944891,70.72704702859373,11,11.945319623038545,77.84348218267921,28.607479199620307,6.4902092363728014,1012.0410984774296,6
Ahmedabad,9.267524642990951,78.34345825011118,6,47.0112350486057,85.60929317087367,257.46530884560525,15.207854426974132,1010.2150105085385,0
Mumbai,18.37044651026374,89.96697465889311,8,35.56416892945241,82.71218111070472,225.04084706085558,24.388787513517567,1013.1202338910875,8
Kolkata,8.991762310518569,76.01680902691848,3,31.259708048821107,54.664616888111055,5.105834393054046,18.864190844377354,1013.4884175559347,6
Bangalore,33.84629710054979,77.0581239546799,3,14.499914984328958,64.12720271576619,5.865510521343524,6.41832382877139,1013.3832637200991,1
Mumbai,30.30755378643708,86.63756507250028,12,5.0,62.42160863027719,16.305096338353803,8.787217515837256,1013.6507379148011,8
Chennai,29.620781552506628,73.67938356502064,11,5.0,72.73162131021336,7.339260428156614,20.426462864337,1017.4870491823918,2
Kolkata,25.00400392089613,94.01177998228249,11,8.917807119506229,75.91993618874803,29.4131675152958,21.828795199124894,1017.0224562309623,6
Pune,13.840748621986945,83.08552517429507,10,19.93920340655661,79.94061899809279,7.280046318740054,17.353891723771817,1016.7571703655894,9
Mumbai,21.99302990026259,80.98048526928629,9,23.18574224070179,79.33574822629544,161.61631557527298,17.888463392596332,1016.0141681090863,8
Bangalore,24.126399955619206,84.17678556594684,4,31.4295285442723,82.2004337756919,12.831268534720644,5.566749007667693,1017.4342810726529,1
Delhi,22.17585052322724,72.81499508906967,4,31.63023846432351,72.98736669503397,20.263433379260643,21.57060519163017,1008.9849464167941,3
Jaipur,15.026300934691237,85.79072102053611,12,12.619365443555203,77.81177666720268,6.483983040014472,20.765504163416594,1010.6512326144574,5
Lucknow,21.9116939564976,78.5299213623863,7,37.53367510444088,84.63248999964726,146.18543557144557,10.180702882066942,1012.9505594565459,7
Hyderabad,21.262031203452917,94.01840388797395,2,19.03420440914752,60.94971997339222,10.41703588579288,19.17353439931014,1016.4653449312341,4
Lucknow,34.90106594678156,72.89677199365289,8,14.82932340684232,75.98603889776108,269.69291166135577,9.297092128499962,1013.0516571152273,7
Bangalore,32.230775997247505,82.70448201209778,6,34.092601397069686,89.2084559190679,40.958142276367674,5.80660322103026,1015.4803473934159,1
Ahmedabad,20.511280201821737,85.34526625170152,3,23.982211622499396,63.632261202144335,27.6706423381744,9.022730851807545,1009.3895990524892,0
Ahmedabad,24.819309339248203,68.96812445180505,9,22.82102232832213,81.47802829390365,254.90841740931012,8.57257753508599,1010.5241381297656,0
Delhi,28.19253331049017,78.54710061792807,5,35.42809517931013,74.63939090573912,11.034409343902018,11.754959934696945,1015.3177609503767,3
Hyderabad,8.941359326313272,89.24642180632415,8,37.631891447257985,90.9058748358318,243.10847676281827,13.368989943509161,1009.6473400888773,4
Pune,32.16287891315167,91.79094771602023,7,26.5317549189626,81.7585473306037,38.42766129146184,15.170777829954158,1011.5135593465493,9
Delhi,31.22342404328394,77.08169784970119,8,23.05561467774573,82.66896910994787,291.0536985792163,14.535077510166563,1010.6486625781357,3
Lucknow,20.350666639890097,91.15920489909979,7,35.75858718148122,76.66306596088371,172.18063449924313,10.413492119305786,1011.4986169422248,7
Delhi,18.56158368417025,96.06492043599827,3,31.755542780174224,75.28316398302802,11.188587703767022,5.583413371481489,1015.0832404907798,3
Lucknow,15.369903121120505,92.84934414617773,2,19.03376122162322,82.49507121619004,12.78974674005628,17.102032444743013,1011.678471811428,7
Mumbai,20.870274364919947,71.41167565662043,7,36.02752122637002,79.99603829568125,47.92944543433429,12.914896596947088,1013.5526332260794,8
Ahmedabad,9.198169915397393,89.45217963048069,3,34.654631162491015,78.91697137452621,29.71243687913506,10.973443147750995,1008.999318770544,0
Mumbai,31.00922540036921,77.27033814077579,3,12.986171101476362,72.90176059948196,4.060882519068696,22.338820856610248,1016.0501769323463,8
Jaipur,8.956403947300718,96.66406369295022,2,25.547834706890633,68.04051308817114,20.68249232499219,19.934866155963196,1011.6988862564813,5
Hyderabad,16.884386864986517,82.07541051163673,4,36.34485029176131,70.59472903622192,14.953870048074373,22.155310967448845,1014.4853415903334,4
Pune,33.15291618461273,71.5505830524093,8,21.379085839162283,85.06531733466316,286.2073789109531,14.89965589424922,1015.2538960166183,9
Lucknow,27.850741672133225,89.03038089279434,12,5.0,68.43570667360788,9.641992988283468,7.61862504253555,1010.096609221117,7
Pune,15.597555935593224,77.3673247532002,1,14.343577857413731,72.42785810917078,17.366344246326307,18.924428722425446,1016.8467498495335,9
Lucknow,14.821525536943899,96.91526655536819,1,12.008987586136005,73.22366609125689,16.02361763173433,9.121475598743505,1014.1622425160696,7
Bangalore,8.1372177750867,96.41369127778114,12,20.855005413948355,69.86488914973488,21.977393989352734,13.824593381834337,1012.2872514175148,1
Delhi,26.784285906943254,87.02788652259684,5,38.2277515461537,72.52070327070834,4.836276262715354,6.3000157789777695,1009.8233518357822,3
Jaipur,9.317156705175673,71.76496701959981,11,21.011098471443198,73.04113216266651,8.23230651063058,21.50616804845965,1017.4230093790121,5
Ahmedabad,22.380268023820577,87.91896893257584,5,37.16195898945277,53.06006151491241,8.793250142506945,7.518812820950012,1015.5506820413162,0
Lucknow,33.977293259985345,70.69788410734078,11,5.0,73.4561531296725,22.93007038072562,23.061950140986195,1010.0802456273325,7
Pune,10.955659221470254,68.85156061396938,12,13.8274811331837,60.90632859721566,8.106744800821982,22.284612045231142,1011.3771077472422,9
Jaipur,32.15095813613782,91.8657949404231,1,7.796396408711985,64.09613056493644,18.484277625056368,14.291655288784922,1016.0967425808807,5
Chennai,34.7698340489163,74.08283548282677,6,29.191119150135364,70.60083524527259,88.1158315352575,19.887364086079813,1014.9567766321534,2
Chennai,9.660959708459346,78.99178666035382,1,25.57642187373327,85.91119733370985,26.263873652267417,17.388901476363067,1015.6578429271573,2
Mumbai,31.838469266711456,96.23026430930902,5,26.720506656825442,71.40946697314187,28.439007271220238,21.061512846754898,1012.4120110221294,8
Ahmedabad,21.93413355197765,77.768374553972,9,29.306878926091358,81.27946665861462,169.9931032344049,13.63610201571824,1015.1647626264216,0
Bangalore,32.47587042500366,76.59820365721615,12,5.0,77.07126225990456,12.512339873647813,20.716169684887,1011.8649372286392,1
Pune,23.4256114318285,94.62803198906047,5,37.30901216886085,78.65831697230712,9.319559925472477,14.24913634130296,1010.112629169382,9
Delhi,25.877024272877243,71.21170491424978,6,36.40045394475764,95.0,43.44087041122182,23.819315756855875,1014.3267703484136,3
Delhi,22.68203051592978,90.02788989332433,8,30.008789733032827,95.0,102.49502057332376,14.727442016502952,1017.760139255988,3
Pune,31.34130776829841,96.65390143293044,11,6.938167704016314,70.70088652176382,20.664366058523584,14.25238543867459,1011.1060097139533,9
Hyderabad,27.815567811749947,94.13758431246481,1,6.578244303377605,65.85005111353043,17.407657145348693,20.701437231270255,1012.6096959221254,4
Bangalore,22.074028428871202,86.89836964248636,2,10.33956814614158,72.36367105910827,28.48911451358504,21.43155383521676,1014.7400137106986,1
Jaipur,31.440341709391767,77.10776305478923,9,12.896167247365582,71.60369891108863,136.99486087275915,16.089782286423414,1013.4150628212249,5
Lucknow,14.622709370894032,75.37533745417119,3,29.14429524670653,66.06030962237554,21.73431024286665,8.595956269901508,1016.4342779570904,7
Hyderabad,12.2481978119682,91.75839804127237,6,47.5314386999221,74.97368806369175,162.1171418182828,14.35516461915159,1015.6174270646951,4
Lucknow,12.330802843911947,93.51483550459916,5,44.35597331493734,78.03136044862599,16.839557829953716,24.36145005819357,1008.5829720386236,7
Lucknow,17.018239726121422,83.23761246382509,11,18.451939531717276,51.81672265932172,10.229906494311171,20.059723860783702,1017.9842123392377,7
Hyderabad,14.444630845127474,75.08585828280752,2,16.490989731782147,72.01088013508553,15.28367097473399,21.223252077582643,1015.5240245371947,4
Mumbai,33.11243946376294,71.27535304392403,7,28.331193295271706,89.6316185811208,157.11194919343095,5.656509976384802,1016.6390331629411,8
Chennai,10.857520533371769,70.5282045671231,4,34.76004589714112,70.43503624241427,22.079348087221216,14.357189252683199,1014.5119771209535,2
Lucknow,26.872749927068867,88.8532459732618,1,9.190555888030831,59.09740275315447,28.397279978025075,17.93242267315111,1016.5628512804676,7
Hyderabad,13.108981574195159,80.18344310758403,4,38.129438597317865,94.83352965146057,11.891674492027615,21.600653672561492,1009.1238297492871,4
Hyderabad,31.804202584799455,94.25543635405825,6,32.21546784823279,92.16078812842352,41.39412651695058,5.985473071655429,1011.4773783555931,4
Kolkata,33.9555127809925,89.45046772107615,7,24.63432195020328,81.06101238595662,163.99968388517271,22.048777712837463,1016.7642094360449,6
Mumbai,20.567690236789556,73.54655211952301,7,41.77462366230819,80.89653609128463,177.00455968027552,15.968018734838234,1010.0165521126689,8
Ahmedabad,31.734929966159555,85.79954514565527,7,32.12761107601549,81.62993098744946,75.47894880561712,8.946279411521198,1008.7824209858002,0
Kolkata,8.138919610377298,80.62965817754662,3,36.63949722073383,63.51059120562936,23.5325443694538,11.345104328994001,1015.8811893994522,6
Kolkata,30.138566770018702,84.74024219228978,6,31.900594843394714,69.79755648441999,295.93085927920276,10.638591035031215,1016.354861556433,6
Pune,14.172879361172935,89.404004576817,8,39.30126836694704,79.28429052474561,285.3591735922845,15.617180685769515,1009.626522181899,9
Chennai,32.53493535027293,91.37968054910993,4,20.751374015819607,73.34254921702762,8.321863048238608,6.033713598222636,1016.5434598278272,2
Hyderabad,8.030243009962955,92.468382465795,8,45.04247256909177,84.63552916425782,266.34807477320544,8.170723169998471,1014.8676779559717,4
Chennai,23.01690684607344,75.36527136258871,2,20.43491720611301,68.8680765026248,22.021328183115486,21.253860867515648,1013.2008268321658,2
Bangalore,28.429166702193235,68.90235239760337,10,14.368498318182974,76.96780095106003,15.253857222786612,7.652079814936221,1016.3025019278139,1
Pune,14.984584928843516,89.43954731977843,9,27.223524647502963,86.11300879687974,175.96496846767684,9.667925389162539,1012.1924924931897,9
Ahmedabad,13.214587343856913,71.08396806141747,9,31.91258207673378,78.6157584250398,259.3920472452637,14.067412112083147,1009.9399395622339,0
Chennai,10.270652060635586,77.13266806977606,8,36.804053720215585,89.69842947597662,159.63643370236076,15.34241776226661,1010.8485267661061,2
Delhi,16.81370656558891,68.11069688960606,10,22.166205681055903,60.01331798129164,13.076598965838425,20.272209592283172,1013.0516401829332,3
Lucknow,23.115796432338396,87.76841498964698,10,16.759173092716903,56.870361229547996,16.317682311701617,13.946648533323756,1013.3133079267318,7
Bangalore,11.127784133066957,72.84682833266541,1,13.897942618183365,69.10248237212421,18.636504708946326,20.797292420710775,1016.0558082644123,1
Mumbai,18.170774773643565,87.00318988105809,2,15.878028649348057,77.8207615428291,8.105096652015419,17.36692614090915,1015.9135272365234,8
Ahmedabad,8.244954925623574,96.76053589786733,6,48.95461936926984,80.53928842611991,273.2450871720875,7.261994788476449,1013.8136655720457,0
Bangalore,30.104344353495726,70.10745527669047,10,8.913945275780943,56.7926472291062,21.203047618399573,8.126628767856772,1015.8078548336548,1
Lucknow,11.468115388516168,70.23526234659236,5,41.58745793969723,62.66157541024728,20.098260768112198,13.740674508995417,1009.9177345829368,7
Pune,15.650259603170703,77.87102268733358,12,15.046728505519988,74.03262056637995,5.68639810687723,12.93778786178079,1008.500645270933,9
Lucknow,8.497548405931871,93.12520891328892,9,35.35638210207604,79.62806059283606,193.1269633065998,19.87088539274589,1016.736338226347,7
Kolkata,19.670501165097832,74.25036619494863,5,38.07117272875275,63.11315231643159,6.265937880439293,16.614742795947038,1008.7555449376277,6
Lucknow,30.683280574012908,78.45095677798008,2,7.086001040314585,60.74922660802311,5.124837230275775,12.762661620044986,1010.46688429744,7
Kolkata,18.58808270902031,69.9866567921824,10,22.175655212033448,60.53904434235502,17.23739418234462,8.415205669007712,1014.9531894962438,6
Pune,12.846427732443502,90.13150344650779,4,43.58907915331008,65.9520245003933,13.875209419255365,9.536742046509904,1012.0944793762731,9
Jaipur,28.34986851936402,79.84088394002409,9,17.269420732969177,89.77269731642727,188.97877294218029,16.51002036938118,1016.7631396991551,5
Kolkata,29.297788510510095,90.01821325876445,1,5.0,69.66748644487677,5.4089985375454415,13.46877609799585,1010.9797979466227,6
Mumbai,12.691343833304304,94.20462748605706,11,19.73016687282597,64.35127978632838,14.636542696875976,15.298550177213441,1008.1187134666936,8
Lucknow,28.813060930606724,74.75013126593737,1,5.0,57.04365083334719,7.719241306219265,8.413548706044674,1011.0065564056074,7
Lucknow,33.57704298292113,91.41448487985859,12,5.0,62.19894865529532,29.651702319951145,18.258125046891315,1013.7807504918483,7
Mumbai,12.492194847171353,69.71372281226934,7,46.615584634203515,75.12355214775272,181.51055735749708,22.05077481711934,1011.7593837540329,8
Delhi,28.81657589836766,94.06657425722717,11,5.0,78.55451135246749,21.560795245403416,10.158790135738013,1013.3487275575876,3
Hyderabad,27.131444124270992,86.87228787920367,3,23.64975167514121,83.96671441168533,11.786293578430412,14.830284516636532,1016.7659811883502,4
Jaipur,20.78649498774739,93.3525750000122,10,17.488845582790116,76.9188304559243,5.5579506990422916,24.510546580418037,1017.1248505423036,5
Ahmedabad,9.563852435087554,68.00546358714088,2,25.014438618243414,71.53395985758397,29.348513295155485,11.664834811014552,1010.6597406465411,0
Kolkata,10.016749279462058,72.90335104032378,9,33.11889811376601,88.35506117612404,107.28993955345948,16.900926898475223,1012.621404732699,6
Mumbai,31.015195798363486,79.30302223536827,3,16.47513142637077,69.89963909174836,14.442820999686502,6.803914004004888,1013.4914401524145,8
Pune,34.73400606426747,79.00558419786684,2,5.0,63.11285285930228,20.546325885969523,17.120300049588863,1017.4911245688825,9
Kolkata,26.25341094404237,74.5751811047818,12,9.88208592712581,79.24178885563761,3.6668270375250045,6.792635466092358,1017.9861731916438,6
Hyderabad,20.04087428927868,79.0667462561488,8,32.99127746538891,88.24856813162639,248.7699652396675,24.184708706476442,1010.3540724884152,4
Pune,25.484488371851505,71.7366126480074,10,14.841415693860927,70.4302183567959,17.48761113077275,19.313253041446227,1015.2697987134582,9
Bangalore,24.048688199170723,79.97007274871476,6,40.015698752385546,83.79593620193954,105.11864050858198,20.763195762714126,1011.780310622332,1
Lucknow,18.35753103095179,91.26827554561866,6,38.65048780255766,81.69534994929832,46.6341560289667,19.082087215432736,1008.0810819688621,7
Bangalore,9.77190590349835,81.89303182999718,10,27.502890974307007,71.67407868782803,7.387457217809919,16.794580721529314,1008.0925252243591,1
Kolkata,30.180849580000906,68.52200257941124,11,5.0,76.61466749374505,27.165914189042798,13.998255621710108,1012.6056600756226,6
Hyderabad,18.039505289445565,80.22187720579818,7,42.49908915085961,82.88005634695301,215.2265404626906,22.167467595221247,1012.8833491300434,4
Jaipur,30.10721237064153,68.78807546663448,7,23.92292889919887,91.17641241585784,97.47346484196025,24.13671335086126,1008.2256969657344,5
Kolkata,14.81773624158632,96.02105891049715,11,16.25814704924056,86.5746801688746,4.7712206535157975,14.980723458081627,1014.869274167743,6
Mumbai,8.0277959558321,71.6961648232632,6,48.16930126798244,88.73347578901989,216.46613434439178,23.63070098310524,1010.9400338859496,8
Chennai,12.291333648472426,88.52296146358795,4,40.36372193312453,73.8650999832727,18.455008601129656,16.66665819977035,1013.5989310153595,2
Kolkata,20.650564252751778,96.21051336387049,11,13.299300103136606,72.06582002624255,13.922027160372345,15.767683737928664,1011.0091907316541,6
Lucknow,33.496198143861406,91.95513249833058,9,12.4801638004448,84.10247946663384,128.17509128131724,14.089654659107133,1009.671343148693,7
Lucknow,10.759227731730412,88.28014587865991,6,45.656096222087534,89.53479777714278,88.53985450085924,9.185755230602396,1012.0717373859887,7
Kolkata,31.06366391046228,92.34436637552224,4,23.717072765958186,68.94164845272985,21.079503926512974,5.074393216361184,1010.322733647905,6
